troop_id,troop_name,roster_index,armor_total,survivability_armor_v71,shield_hp,shield_armor,has_shield,has_horse,harness_armor,horse_extra_health,horse_speed,horse_maneuver,horse_charge_damage_audit_only,horse_charge_damage_max_audit_only,horse_item_ids_audit_only,shield_probability,horse_probability
anti_imperial_conspiracy_boss,Conspiracy Commander,0,15.000000,3.750000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
anti_imperial_conspiracy_boss,Conspiracy Commander,1,128.000000,33.400000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_faris,Aserai Faris,0,96.000000,33.900000,245.000000,1.000000,true,true,12.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_faris,Aserai Faris,1,96.000000,33.900000,245.000000,1.000000,true,true,12.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_faris,Aserai Faris,2,98.000000,35.000000,245.000000,1.000000,true,true,12.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_footman,Aserai Footman,0,72.000000,22.200000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_footman,Aserai Footman,1,77.000000,22.450000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_footman,Aserai Footman,2,81.000000,23.650000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_infantry,Aserai Infantry,0,114.000000,34.200000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_infantry,Aserai Infantry,1,114.000000,34.200000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_infantry,Aserai Infantry,2,114.000000,34.200000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_mameluke_axeman,Aserai Mamluke Axeman,0,72.000000,21.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_axeman,Aserai Mamluke Axeman,1,68.000000,20.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_axeman,Aserai Mamluke Axeman,2,68.000000,20.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,0,139.000000,36.450000,360.000000,1.000000,true,true,58.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,1,139.000000,36.450000,360.000000,1.000000,true,true,58.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,2,139.000000,36.450000,360.000000,1.000000,true,true,58.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_guard,Aserai Mamluke Guard,0,139.000000,35.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_guard,Aserai Mamluke Guard,1,139.000000,35.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_guard,Aserai Mamluke Guard,2,139.000000,35.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,0,161.000000,38.350000,290.000000,1.000000,true,true,55.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,1,161.000000,38.350000,290.000000,1.000000,true,true,55.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,2,161.000000,38.350000,290.000000,1.000000,true,true,55.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,0,62.000000,17.900000,240.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,1,58.000000,16.700000,240.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,2,58.000000,16.700000,240.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,0,49.000000,14.050000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,1,49.000000,14.050000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,2,49.000000,14.050000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t4,Aserai Veteran Sailor,0,82.000000,18.700000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t4,Aserai Veteran Sailor,1,90.000000,21.100000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t4,Aserai Veteran Sailor,2,87.000000,22.150000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,0,99.000000,28.550000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,1,99.000000,28.550000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,2,76.000000,28.900000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_master_archer,Aserai Master Archer,0,126.000000,30.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_master_archer,Aserai Master Archer,1,126.000000,30.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_master_archer,Aserai Master Archer,2,126.000000,30.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,0,26.000000,6.800000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,1,19.000000,4.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,2,18.000000,4.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,3,18.000000,4.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,0,25.000000,6.450000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,1,19.000000,5.250000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,2,17.000000,4.050000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,3,35.000000,10.350000,350.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,0,37.000000,10.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,1,37.000000,11.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,2,38.000000,10.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,3,47.000000,13.150000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,0,36.000000,10.600000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,1,39.000000,10.750000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,2,38.000000,10.700000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,3,61.000000,17.650000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_recruit,Aserai Recruit,0,19.000000,4.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_recruit,Aserai Recruit,1,18.000000,4.100000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_recruit,Aserai Recruit,2,23.000000,4.650000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_recruit,Aserai Recruit,3,22.000000,4.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_tribal_horseman,Aserai Tribal Horseman,0,59.000000,18.950000,245.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
