provisional_slug,display_name,observed_track,canonical_troop_id,match_status,resolution_method,evidence_kind,evidence_paths,candidate_count,candidate_troop_ids,blocking_reason
arryn_winged_knight,Arryn Winged Knight [T6],realm_of_thrones,arryn_moonknight,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,arryn_moonknight,
brigand,Brigand [T3],realm_of_thrones,,ambiguous_exact_name,,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,3,mountain_bandits_raider|mp_skirmisher_sturgia_hero|mp_skirmisher_sturgia_troop,Multiple exact name-to-ID candidates in versioned Realm of Thrones references
broken_man,Broken Man [T1],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
gold_cloak_elite_archer,Gold Cloak Elite Archer [T4],realm_of_thrones,goldcloak_elite_archer,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,goldcloak_elite_archer,
gold_cloak_halberdier,Gold Cloak Halberdier [T5],realm_of_thrones,kingsguard,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,kingsguard,
gold_cloak_sniper,Gold Cloak Sniper [T5],realm_of_thrones,goldcloak_master_archer,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,goldcloak_master_archer,
highwayman,Highwayman [T4],realm_of_thrones,mountain_bandits_chief,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,mountain_bandits_chief,
hillman,Hillman [T2],realm_of_thrones,mountain_bandits_bandit,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,mountain_bandits_bandit,
mallister_archer,Mallister Archer [T4],realm_of_thrones,mallister_archer,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,mallister_archer,
mallister_eagle_knight,Mallister Eagle Knight [T6],realm_of_thrones,mallister_knight,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,mallister_knight,
