file,sha256,size_bytes
analysis/ANALYSIS_REPORT.md,c3b8f023349684b17f65ac725f3e355cdee0a9979e2c6421b90176311fe82dcc,3986
analysis/ANALYSIS_REPORT_siege_attack.md,c4f75d2c698b96e9d2a8072f5eab356a63017680299c2fb9cb80196eff8d176b,3896
analysis/MALLISTER_FAMILY_SUMMARY.md,1867d9d61545bd23e0df090d73914dc03507ec3584f6bc4257d861a13bd29fdd,2261
analysis/README.md,4248eda4f92c58ac94e40f588050b2e6a279b853eea6698fd4d575a774531264,3707
analysis/canonical_identity_audit.csv,9a2c7821aff61b8c47ad85b53a7ee6bf806396bcf45eff595d7120c23cd8df66,14436
analysis/combined_battle_provenance.csv,691ea4d93607849e03310e3bbeadc8df6debdf95efb1ac693d5ec70ffdea016b,3820
analysis/combined_battle_provenance_siege_attack.csv,bb4fbe2bdef9bb2da7b6cbe81dce2713078fb692628ae7f94144ca34ac4c5043,1912
analysis/combined_canonical_identity_audit.csv,436c02d86ed4cdea58b9dfce211a9ec1f2b76de98c1d8f961902b0b42ece47bb,21024
analysis/combined_canonical_identity_audit_siege_attack.csv,321b3608e66ba5d50bc4e3bfb31472d60850868b8e51e82233617b56b4011c4a,18708
analysis/combined_context_coverage.csv,033f9cec5aabf3f20e02eab896ab9ea80f3bd18e5aea04abb146f0db030224da,150
analysis/combined_context_coverage_siege_attack.csv,af60691d16f9df97b57c3c539e96a509bad43c1c8ff7918d4cde1399fb58b63e,155
analysis/combined_insufficient_evidence.csv,3cec9995fe7b48cf51c787fc54d9617cc9d2307beee790a7657b560639bea197,6265
analysis/combined_insufficient_evidence_siege_attack.csv,2046fc4f6e0fa10d5bf000e12c89c8e01dbccde4bc52e2d6d02cf576324f5b20,6862
analysis/combined_ranking_complete.csv,515226ed9bce23d769fba1e50840fd0c4360650b87addd7117428aaebc6e1ade,7971
analysis/combined_ranking_complete_siege_attack.csv,9f23569f15461258fdcd006b2acd49b6d4efb30b6630173134fd648c8e7a45b6,7862
analysis/combined_ranking_reliable.csv,046454842812d22a1ae29595cb8c0166c6b7e2fdc4eedd5953f6c01acb5a3003,1925
analysis/combined_ranking_reliable_siege_attack.csv,fdf08e9fe0ae3aa1f3dbb4f02aa5566d565fc3f482421297b82e328a8c48b3b6,1222
analysis/compatibility_decision.json,4643e731767a04e6da36582e617ad2e5951c3fa19c3819004a87ef72f7e0c28e,9604
analysis/compatibility_decision_siege_attack.json,51ccc17dbcd914694f528dd252b89b3302ed4c4e1f66adfea17a882b49734c66,5550
analysis/compatible_field_sources.json,803387009a63d44a38c361e8cf7daf365a25699170447d47b95f2e45992b7a37,3875
analysis/compatible_siege_attack_sources.json,0673ff2ec3a3cf1918498c8191d7cf811e53901530af15d2f483039e24b558ab,2210
analysis/context_coverage.csv,9ca47c734324b0e86de1b714eb5ecdd1d3f939811e60e43046f2d2f5d619bb5e,208
analysis/focus_troop_contexts.csv,b6cd2b50a4c506c3b99623c6ea0fc4ec3db32dcaa631735c3655d7a5ec93f5bc,2756
analysis/input_verification.json,71e3e3b8cabaea386cd4badc28b7ee32dd5f883d0ab3bc646166382915541c00,5295
analysis/insufficient_evidence.csv,07bd822faf404d73aa926d61be9ecf903f31c43925a06ab5a00f3d80742e4960,7424
analysis/mallister_elite_archer_battle_rates.csv,759f2f2c18a58b513456e14e5c8a9c462f54858399d6b8d846bfcd2b69dbf440,942
analysis/mallister_elite_archer_battle_rates_siege_attack.csv,9f042839f351f73e5d2a8f2e960f73bf68c3e95154975a15fe6cd2b1087999d2,830
analysis/mallister_elite_archer_comparison.csv,af4df040c6b1b088ee05a1d26f44e8f19a883f75068c8bf94e5cf1e25d14939e,694
analysis/mallister_elite_archer_comparison_siege_attack.csv,02484b2409d537c70884cac6cfeb93fb835af092c61e1062c7053c7841dc44a7,556
analysis/mallister_elite_archer_delta_uncertainty.json,95ce1acb0c1d551003249f7ab401cc9f954ed8c638e13233c496a77b1702f1de,482
analysis/mallister_elite_archer_delta_uncertainty_siege_attack.json,a2d1b22dda1591b4d11d322dd72153efed9b90b69d132c0a55eef5d5bcc8372b,469
analysis/ranking_complete.csv,07bd822faf404d73aa926d61be9ecf903f31c43925a06ab5a00f3d80742e4960,7424
analysis/ranking_reliable.csv,80877404da04328104b3554a1e5cdac6d07654638698e600cc45198340eb7269,227
analysis/validation_report.json,7ab870a20080c3a10d3527cd30d23a675e713b889658117ba9fd575ecabe7994,3308
review/README.md,b907fd21b8f9014dc05580c695ca6376aab41f2c0510ff660f9f098cd8c22e11,385
review/review_decisions.csv,327ffa82bde64ffe56f26d6086c342ae4c0587fc756d11e14a6d677480072824,10174
