troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
giant_rider,Mammoth Riding Giant,31.0,2.0,main_or_minor_line,freefolk,Cavalry,True,False,True,False,True,False,100.00000000000001,71.90233824074818,75.4413987647312,,86.93657529533202,100.0,73.33333333333331,0.0,240.0,70.0,130.0,0.0,giant_bow,giant_club,TwoHandedAxe,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
giant_archer,Giant Archer,31.0,2.0,main_or_minor_line,freefolk,Ranged,True,False,True,False,False,False,88.4735800624796,,64.42876613556383,,40.142218144282594,100.0,73.33333333333331,0.0,240.0,70.0,130.0,0.0,giant_bow,giant_club,TwoHandedAxe,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
myrish_artisan,Myrish Artisan of War,31.0,5.0,main_or_minor_line,myrish,Ranged,False,True,True,True,False,False,88.13958094844237,39.31445905718052,53.71950179931527,,40.09388363672112,87.48600223964166,75.72463768115942,0.0,200.0,58.75,105.0,0.0,crossbow_f,aserai_sword_5_t4,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
enthroned_guardian,Qartheen Enthroned Guardian,31.0,5.0,main_or_minor_line,qartheen,Ranged,True,False,True,True,False,False,85.66100104618191,39.502195258603074,62.91871361109082,,40.313436993102094,91.0414333706607,75.72463768115942,0.0,187.0,54.15,98.0,0.0,qarth_longbow,qarth_sword,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
ravens_teeth,Ravens' Teeth,31.0,6.0,main_or_minor_line,river,Ranged,True,False,True,False,False,False,84.7401431782759,,58.89033037009569,,32.658561761669915,97.20044792833147,75.72463768115942,0.0,178.0,56.949999999999996,101.0,0.0,ravens_teeth_longbow,vlandia_sword_3_t4,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
frey_assassin,Frey Assassin,31.0,6.0,main_or_minor_line,river,Ranged,False,True,True,False,False,False,83.21766397537839,,54.716319733422516,,23.85594678288795,85.41433370660695,75.72463768115942,0.0,133.0,41.60000000000001,98.0,0.0,crossbow_d,vlandia_sword_4_t4,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
summer_master_longbowman,Goldenheart Warrior,31.0,6.0,main_or_minor_line,summer,Ranged,True,False,True,False,False,False,80.80042045717367,,49.15507253440033,,28.21424475283862,94.68085106382979,75.72463768115942,0.0,158.0,49.199999999999996,101.0,0.0,goldenheart_longbow,simple_sabre_sword_t2,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
mormont_bowmaiden,Mormont Bowmaiden,31.0,6.0,main_or_minor_line,battania,Ranged,True,False,True,False,False,False,75.57716533145974,,56.651706752401296,,32.515196696868905,74.2441209406495,73.33333333333331,0.0,186.0,56.7,68.0,0.0,woodland_longbow,sturgia_2haxe_1_t4,TwoHandedAxe,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
greyjoy_sniper,Greyjoy Sniper,31.0,6.0,main_or_minor_line,sturgia,Ranged,True,False,True,False,False,False,74.99628647472818,,55.382089518802836,,29.103108154604882,77.26763717805152,75.72463768115942,0.0,164.0,50.75,73.0,0.0,lowland_yew_bow,vlandia_sword_4_t4,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
elder_giant,Elder Giant,35.0,2.0,main_or_minor_line,freefolk,Infantry,True,False,True,False,False,False,69.36436570155246,,64.42876613556383,,40.142218144282594,100.0,73.33333333333331,0.0,240.0,70.0,130.0,0.0,giant_bow,giant_club,TwoHandedAxe,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
