troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
aserai_vanguard_faris,Aserai Vanguard Faris,31.0,5.0,noble_line,aserai,Cavalry,False,False,False,True,True,True,,95.94425147755993,71.74273126254046,100.0,93.02199396159922,0.0,81.95652173913044,30.46153846153846,,aserai_lance_1_t5,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
sarnor_spider,Sarnori Spider,31.0,5.0,main_or_minor_line,sarnor,Cavalry,False,False,False,False,True,True,,28.388459378041276,72.66739053749713,97.99371281220517,21.64584027248015,0.0,81.95652173913044,30.46153846153846,,khuzait_polearm_1_t4,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
boneway_guardian,Boneway Guardian,31.0,6.0,main_or_minor_line,aserai,Cavalry,False,False,False,True,True,True,,35.86755915098911,75.25150315505495,96.01789479384061,14.726391679470511,0.0,81.95652173913044,30.46153846153846,,vlandia_lance_2_t4,TwoHandedPolearm,,western_javelin_2_t3,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
realm_paladin,Realm Paladin,31.0,5.0,main_or_minor_line,crownlands,Cavalry,False,False,False,True,True,True,,37.76648778321271,66.0563059640841,94.3519135068348,18.23983840293969,0.0,75.72463768115942,30.46153846153846,,vlandia_sword_4_t4,OneHandedSword,,western_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
dragonstone_steel_curtain,Queen's Man,31.0,5.0,main_or_minor_line,dragonstone,Cavalry,False,False,False,True,True,True,,37.76648778321271,66.0563059640841,94.3519135068348,18.23983840293969,0.0,75.72463768115942,30.46153846153846,,vlandia_sword_4_t4,OneHandedSword,,western_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
garden_sentinel,Water Gardens Sentinel,31.0,6.0,main_or_minor_line,aserai,Cavalry,False,False,False,False,True,True,,18.600815663492195,74.46424872060493,94.35133524791571,8.889987214062383,0.0,81.95652173913044,30.46153846153846,,southern_spear_3_t3,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
dayne_starfall_knights,Knights of Starfall,31.0,6.0,main_or_minor_line,aserai,Cavalry,False,False,False,False,True,True,,17.82749947378136,74.32830530022308,94.06355305828436,7.88215448421098,0.0,81.95652173913044,30.46153846153846,,vlandia_lance_2_t4,TwoHandedPolearm,,western_javelin_2_t3,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,26.0,,special_or_unlinked,battania,Cavalry,False,False,False,True,True,True,,76.29894556972918,40.33011427720278,93.85016548931556,68.45768284428019,0.0,75.72463768115942,30.46153846153846,,battania_axe_2_t4|battania_sword_4_t4,OneHandedAxe|OneHandedSword,,western_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
hidden_hand_tier_2,Hidden Soldati,16.0,2.0,main_or_minor_line,empire,Infantry,False,False,False,False,False,True,,,8.648131533405701,90.5484209456184,17.988059295233388,0.0,75.72463768115942,100.0,,narrow_sword_t3,OneHandedSword,sling_braided,,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
sturgian_horse_raider,Sturgian Horse Raider,26.0,5.0,main_or_minor_line,sturgia,Cavalry,False,False,False,True,True,True,,69.51732489746038,42.474879245288555,86.63184654129057,57.45622517576188,0.0,81.95652173913044,30.46153846153846,,northern_spear_4_t4|northern_spear_4_t5,TwoHandedPolearm,,northern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
jawwal_tier_3,Jawwal Bedouin,21.0,3.0,main_or_minor_line,aserai,Cavalry,False,False,False,True,True,True,,49.44469952439305,38.94625617290946,82.69563852922384,29.067772632363106,0.0,81.95652173913044,30.46153846153846,,eastern_spear_4_t4,TwoHandedPolearm,,eastern_javelin_1_t2,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_battania_troop,Wildling,10.0,,special_or_unlinked,battania,Infantry,False,False,False,True,False,True,,45.29917556504243,6.234219381876513,82.4019421648166,33.03705414862488,0.0,75.72463768115942,30.46153846153846,,mp_battania_short_sword,OneHandedSword,,mp_javelin_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
tarly_vanguard,Tarly Vanguard,31.0,6.0,main_or_minor_line,reach,Infantry,False,False,False,True,False,True,,35.91818239481625,64.70996110868747,78.91089569331568,24.164347648569375,0.0,75.72463768115942,30.46153846153846,,vlandia_sword_3_t4,OneHandedSword,,western_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
glover_bushranger,Glover Bushranger,31.0,6.0,main_or_minor_line,battania,Infantry,False,False,False,True,False,True,,29.468395162162153,69.85515806777845,78.88331867886616,14.719944988234788,0.0,81.95652173913044,30.46153846153846,,highland_spear_4_t4,TwoHandedPolearm,,northern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
conspiracy_battlerider,Conspiracy Battle Rider,26.0,,special_or_unlinked,sturgia,Cavalry,False,False,False,True,True,True,,90.6227560878627,56.737428658251964,76.81789669976065,86.08669725263509,0.0,81.95652173913044,30.46153846153846,,sturgia_lance_1_t4,TwoHandedPolearm,,northern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_sturgia_troop,Brigand,10.0,,special_or_unlinked,sturgia,Infantry,False,False,False,True,False,True,,32.67327581781803,3.503964042948499,76.7928996805203,16.228649812150582,0.0,73.33333333333331,30.46153846153846,,mp_sturgia_woodsplitter_axe,OneHandedAxe,,mp_javelin_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
