troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
angry_wight,Angry Wight,11.0,2.0,main_or_minor_line,whitewalker,Infantry,False,False,False,False,False,False,,,0.7960471498321611,,0.6308062851244408,0.0,73.33333333333331,0.0,,sturgia_axe_2_t2,OneHandedAxe,,,Offensive Melee,role_scores_v1_conservative_not_final,xml_structural,false
anti_imperial_conspiracy_boss,Conspiracy Commander,31.0,,special_or_unlinked,sturgia,Infantry,False,False,False,True,False,False,,29.849545873464947,59.21999469023567,,19.058132485704455,0.0,73.33333333333331,0.0,,sturgia_axe_4_t4,OneHandedAxe,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_archer,Arryn Archer,21.0,4.0,main_or_minor_line,vale,Ranged,True,False,True,False,False,False,17.865270167868445,,10.843430114410143,,15.397407959628396,66.51735722284435,75.72463768115942,0.0,composite_bow,vlandia_sword_1_t2,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_footman,Arryn Footman,16.0,3.0,main_or_minor_line,vale,Infantry,False,False,False,True,False,False,,21.071708743606603,9.842234986657164,,17.720741238346466,0.0,81.95652173913044,0.0,,western_spear_1_t2,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_horseman,Arryn Horseman,21.0,4.0,main_or_minor_line,vale,Cavalry,False,False,False,True,True,False,,49.79252217812664,31.35675138990162,,42.975767207903914,0.0,81.95652173913044,0.0,,vlandia_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_houseguard,Arryn House Guard,26.0,5.0,main_or_minor_line,vale,Infantry,False,False,False,True,False,False,,37.68776358593122,35.468779198439535,,37.152851735946115,0.0,81.95652173913044,0.0,,vlandia_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_knight,Arryn Knight,26.0,5.0,main_or_minor_line,vale,Cavalry,False,False,False,True,True,False,,62.020033159734766,43.097263989569925,,57.27557223141579,0.0,81.95652173913044,0.0,,vlandia_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_levy,Arryn Levy,11.0,2.0,main_or_minor_line,vale,Infantry,False,False,False,True,False,False,,22.73331422783907,5.125730179376852,,19.663952288106433,0.0,81.95652173913044,0.0,,western_spear_1_t2,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_man_at_arms,Arryn Man at Arms,21.0,4.0,main_or_minor_line,vale,Infantry,False,False,False,True,False,False,,30.65115857365674,21.189813481298984,,28.92369701636819,0.0,81.95652173913044,0.0,,western_spear_3_t3,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
arryn_master_archer,Arryn Master Archer,26.0,5.0,main_or_minor_line,vale,Ranged,True,False,True,False,False,False,25.93421154232632,,11.50919989979046,,20.64456933134534,66.51735722284435,75.72463768115942,0.0,composite_bow,vlandia_sword_1_t2,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
