file,sha256,size_bytes
README.md,3cbb002adb013bf4f6c4f684e9cb10250bc8e4e04eff95d60891ad896f258c20,1084
battles.jsonl,a7b0be5f855b9b3e59fc1a2adba4e1d98f0d201d5144cb32a80ea0ef8aac9def,8649
extraction/extraction_provenance.json,3d7337a3eed300b783fbe25058286a91835d0c59e2437344384c762acc68208b,342
extraction/host_vision_extraction_queue.jsonl,1cf894be8e28d74655656b6b66ddab9b6e37ba20d4bdbf049a8c1976322d4ced,5049
normalization_summary.json,e07cd16c30732c634fce521272c78af381d884e593780390187bd5bd3af8a3c1,1370
primary_troop_occurrences.jsonl,d1fe5ec36222f79e9bde2fc11315505bd94545b0df3967f16988d261058ddf64,147368
reports/aggregation_validation.csv,fc48abed6f1628569463fc8469c2f93292ce8d6388475640ccffcff8f5f66888,802
reports/grouping_validation.csv,d95174f2397aad5b4e639423e20976be72645fb699053a3cc690e201c3656a6b,1198
reports/screenshot_deduplication_audit.csv,0bac0ff3ac59f1b1083b70ed0e9ee6c9d0840c0d7ea8c1b152979ceed7b33a80,7161
review_queue.csv,0dbd9fb918e93d85cb6e904e94475e0574b521c498fc002f14f79d506b1d618c,6654
screenshots_manifest.csv,3d946b71cf6094192c3b396b1853f90304c1da89a5144765bb8ccb0a9f6aa83f,3913
source_inventory.csv,7f93bf8cbd05124e188e6089d295fab4f58061de0f7d5e6f792895701d4bef54,6880
source_provenance.json,d7aa22b19c43881b64c9e856d3069a7435c5ecc622fa6f2e6631468c75c4a914,1681
troop_battle_consolidated.jsonl,5379bf497caa3b6fae7ed847294d4ebc5f00d8aedc59c017f7ff5aa278f72227,41991
troop_occurrences.jsonl,d01b060399a06e0894a6be5202bac2ce9d144dd9461995bb9e80a75b92a90338,259060
validation_report.json,0183a30216523becb0eedf35c08c0a115918f7bc7de755b5fd33e74b1956cf36,2441
