file,sha256,size_bytes
analysis/ANALYSIS_REPORT.md,466550c61a145a83fac63daeafdfbc514d484b8c6c49f5ec1926199f06be8238,3651
analysis/README.md,71b60e4e848ea9d415fb116042d71c08ff95ef2ae6474d374869dfdd36c499fd,3706
analysis/canonical_identity_audit.csv,c6b13147007ded74cc3674c3ba945e5c8b73fd56f13291c54449b90361b18a79,7697
analysis/combined_battle_provenance.csv,328963ee0892a4093058f29a1b221e9f04102a375aa299150d0ce8671f96d446,2322
analysis/compatibility_decision.json,74ad29c73aa1f4b6ad9ac2a8391f2918edc832430dbc542e2efabd127274f89a,1392
analysis/compatible_field_sources.json,7753b2b9d7792690dd779cce28b963efafd715a668d9456ff487a6bee0a32ab2,1755
analysis/context_coverage.csv,c576953b8ae98ff09a63365eef468c49cd1aff555d76c5099cfb4062003aa680,204
analysis/focus_troop_contexts.csv,97bdd5a35ab4df2cde4dcab3d0c0f544de37b46c7d20fdfecff3b1b7ca00da3b,1461
analysis/goldenheart_warrior_battle_rates.csv,eb2fa50189e63a775fbd2d9722f2497675aedbb51cf62658f6146679c0f7e87b,431
analysis/goldenheart_warrior_comparison.csv,7857ba988b1519e42b36509d37b0e39ba652f295f0a6f05566a0ca464a6addb5,1117
analysis/goldenheart_warrior_delta_uncertainty.json,d579c379909607a13f6b476dac7c50911638cbc565f3e9bba858f6260370912d,722
analysis/input_verification.json,b19a1779c132c01c54190e95d53f41b645ed00511d098d8bc5f2dde0a2f813ca,5904
analysis/insufficient_evidence.csv,d9396f74e0fcf34a373508ff72fafb0478c77e8d2b39dedbe3f6d6b78c220e59,3105
analysis/ranking_complete.csv,d9396f74e0fcf34a373508ff72fafb0478c77e8d2b39dedbe3f6d6b78c220e59,3105
analysis/ranking_reliable.csv,80877404da04328104b3554a1e5cdac6d07654638698e600cc45198340eb7269,227
analysis/validation_report.json,de532172c4c4176fb7356a57057539db6a0ce541a0f13680464595b6b3bfe85d,2699
review/README.md,7ce98c04d22988ea90fa6d4852a17611a30e8c6756371f8dbc6bf7201afbb7ea,474
review/review_decisions.csv,827d380daa0945f5de6147798b86bb0b82bb91c0820cc5d2388e3296120b7626,3495
