troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
golden_elite_pikeman,Golden Company Mahout,31.0,5.0,main_or_minor_line,volantine,Cavalry,False,False,False,True,True,True,,100.0,85.90662917034273,100.0,100.0,0.0,81.95652173913044,30.46153846153846,149.0,49.10000000000001,0.0,0.0,,golden_company_spear,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
golden_horseman,Golden Company Elephant Rider,26.0,4.0,main_or_minor_line,volantine,Cavalry,False,False,False,True,True,False,,94.33587810012766,47.892469569455116,,95.06824177084528,0.0,81.95652173913044,0.0,146.0,47.699999999999996,0.0,0.0,,golden_company_spear,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
tigercloak_camel_cavalry,Volantene Mahout,26.0,5.0,main_or_minor_line,volantine,Cavalry,False,False,False,True,True,False,,83.26784831476812,42.94142474665357,,82.12442449166845,0.0,81.95652173913044,0.0,168.0,51.699999999999996,0.0,0.0,,southern_spear_3_t3,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
giant_rider,Mammoth Riding Giant,31.0,2.0,main_or_minor_line,freefolk,Cavalry,True,False,True,False,True,False,100.00000000000001,71.90233824074818,75.4413987647312,,86.93657529533202,100.0,73.33333333333331,0.0,240.0,70.0,130.0,0.0,giant_bow,giant_club,TwoHandedAxe,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
mounted_kingsguard,Captain of the Kingsguard,31.0,5.0,main_or_minor_line,crownlands,Cavalry,False,False,False,True,True,False,,71.90169999993076,100.0,,65.82471777562958,0.0,100.0,0.0,211.0,65.0,0.0,0.0,,vlandia_2hsword_1_t5,TwoHandedSword,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
mallister_knight,Mallister Eagle Knight,31.0,6.0,main_or_minor_line,river,Cavalry,False,False,False,True,True,False,,71.37391934479213,77.5723332720888,,68.21473629020366,0.0,81.95652173913044,0.0,208.0,64.25,0.0,0.0,,sturgia_lance_2_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
queensguard_captain,Captain of the Queen's Guard,31.0,5.0,main_or_minor_line,valyrian,Cavalry,False,False,False,True,True,False,,69.97150189983708,70.74681725766236,,66.57463994888012,0.0,81.95652173913044,0.0,204.0,63.15,0.0,0.0,,khuzait_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
stark_cavalry,Stark Cavalry,26.0,5.0,main_or_minor_line,battania,Cavalry,False,False,False,True,True,False,,69.9220460199101,44.26980879628407,,66.00068815231104,0.0,81.95652173913044,0.0,186.0,61.6,0.0,0.0,,vlandia_lance_2_t4,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
targaryen_dragonknight,Valyrian Cavalry,26.0,5.0,main_or_minor_line,valyrian,Cavalry,False,False,False,True,True,True,,69.87394373739406,47.35665664189208,72.10979595005175,64.7682401323874,0.0,81.95652173913044,30.46153846153846,184.0,60.00000000000001,0.0,0.0,,khuzait_lance_3_t5,TwoHandedPolearm,,western_javelin_2_t3,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
targ_queensguard,Targaryen Queen's Guard,26.0,4.0,main_or_minor_line,valyrian,Cavalry,False,False,False,True,True,False,,69.6772884498465,44.233490300888,,66.23056379335769,0.0,81.95652173913044,0.0,198.0,62.550000000000004,0.0,0.0,,khuzait_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
