troop_id,troop_name,is_soldier,roster_index,slot,item_id,default_group,occupation,culture,severity,allowlist_reason
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Body,orc_rider_armor,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Cape,orc_rider_hood,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Gloves,orc_rider_arms,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Head,orc_rider_helmet,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Item0,orc_rider_sickle,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Item1,orc_rider_2haxe,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Item2,orc_rider_gladius,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Item3,orc_rider_spear,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_hero,Orc Rider Officer,True,0,Leg,orc_rider_greaves,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Body,orc_rider_armor,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Cape,orc_rider_hood,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Gloves,orc_rider_arms,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Head,orc_rider_helmet,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Item0,orc_rider_knife_1,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Item1,orc_rider_saber_1,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Item2,orc_rider_spear,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,0,Leg,orc_rider_greaves,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Body,orc_rider_armor,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Cape,orc_rider_hood,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Gloves,orc_rider_arms,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Head,orc_rider_helmet,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Item0,orc_rider_shortsword_1,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Item1,orc_rider_longsword_1,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Item2,orc_rider_gladius,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,1,Leg,orc_rider_greaves,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Body,orc_rider_armor,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Cape,orc_rider_hood,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Gloves,orc_rider_arms,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Head,orc_rider_helmet,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Item0,orc_rider_knife_1,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Item1,orc_rider_gladius,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Item2,orc_rider_sickle,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,2,Leg,orc_rider_greaves,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,3,Body,orc_rider_armor,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,3,Cape,orc_rider_hood,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
mp_orc_rider_isengard_troop,Orc Rider,True,3,Gloves,orc_rider_arms,Cavalry,Soldier,empire,allowed,referenced_only_by_Alliance.Wargs_CharactersTest_lotr_mpcharacters_isengard_multiplayer_test_roster_no_Item_definition_shipped_crafting_pieces_exist
