item_id,name,item_kind,type,subtype,culture,weight,value,source_xml,weapon_class,stack_amount,speed_rating,missile_speed,accuracy,weapon_length,swing_damage,swing_damage_type,thrust_damage,thrust_damage_type,hit_points,shield_armor,head_armor,body_armor,arm_armor,leg_armor,horse_speed,horse_maneuver,horse_charge_damage,horse_extra_health
mp_white_coat_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_vlandia_chainmail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_white_coat_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_bandit_leather_water_flask,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_bandit_leather_water_flask,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_vlandia_bandit_a,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_vlandia_bandit_a,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_mail_shirt,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_white_coat_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_vlandia_chainmail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_studded_leather_over_aketon,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_layered_leather_tunic,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_vlandia_bandit_a,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_bandit_leather_water_flask,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_layered_leather_tunic,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_heavy_nordic_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_banded_leather_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_mail_shirt,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_mail_shirt,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_layered_leather_tunic,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_mail_shirt,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_sleeveless_padded_short_coat,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_leather_cap,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_leather_cap,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_full_helm_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_full_helm_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_full_helm_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_full_helm_over_padded_cap,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_padded_cloth,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_hat_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_hat_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_hat_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_hat_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_hat_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_kettle_helmet_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_leather_cap,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_segmented_skullcap_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_mail_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_pointed_skullcap_over_mail,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
mp_nasal_helmet_over_laced_coif,,Item,,,,,,Native/ModuleData/mpcosmetics.xml,,,,,,,,,,,,,,,,,,,,
