troop_id,troop_name,level,upgrade_depth,tree_tier,line_status,culture,default_group,roster_index,items,weapon_items,direct_weapon_items,crafted_weapon_items,crafted_templates,has_bow,has_crossbow,has_arrows,has_bolts,has_shield,has_horse,has_horse_harness,has_throwing,armor_total,shield_hp_max,horse_speed_max,horse_charge_max,horse_harness_armor_max,crafted_weapon_stat_status,unknown_item_count
Vlandian_sea_captain,Vlandian Sea Captain,,,,,nord,Infantry,0,vlandia_sword_3_t4|leather_coat_over_cloth|folded_town_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,18.0,0.0,0.0,0.0,0.0,not_reconstructed,0
Vlandian_sea_captain,Vlandian Sea Captain,,,,,nord,Infantry,1,vlandia_sword_3_t4|leather_coat_over_cloth|folded_town_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,18.0,0.0,0.0,0.0,0.0,not_reconstructed,0
anti_imperial_conspiracy_boss,Conspiracy Commander,31.0,,,special_or_unlinked,sturgia,Infantry,0,sturgia_axe_4_t4|chivalric_kite_shield|northern_tunic|wrapped_shoes,sturgia_axe_4_t4|chivalric_kite_shield,chivalric_kite_shield,sturgia_axe_4_t4,OneHandedAxe,False,False,False,False,True,False,False,False,15.0,430.0,0.0,0.0,0.0,not_reconstructed,0
anti_imperial_conspiracy_boss,Conspiracy Commander,31.0,,,special_or_unlinked,sturgia,Infantry,1,sturgia_axe_4_t4|chivalric_kite_shield|northern_goggled_helmet|scarf|northern_brass_lamellar_over_mail|mail_chausses|mail_mitten,sturgia_axe_4_t4|chivalric_kite_shield,chivalric_kite_shield,sturgia_axe_4_t4,OneHandedAxe,False,False,False,False,True,False,False,False,128.0,430.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_aserai,Aserai Armed Trader,16.0,,,,aserai,Ranged,0,glen_ranger_bow|default_arrows|aserai_sword_2_t2|short_padded_robe|khuzait_curved_boots,glen_ranger_bow|default_arrows|aserai_sword_2_t2,glen_ranger_bow|default_arrows,aserai_sword_2_t2,OneHandedSword,True,False,True,False,False,False,False,False,27.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_aserai,Aserai Armed Trader,16.0,,,,aserai,Ranged,1,aserai_sword_1_t2|aserai_civil_c|khuzait_curved_boots,aserai_sword_1_t2,,aserai_sword_1_t2,OneHandedSword,False,False,False,False,False,False,False,False,13.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_battania,Battanian Armed Trader,16.0,,,,battania,Ranged,0,glen_ranger_bow|default_arrows|battania_axe_1_t2|battania_civil_a|battania_fur_boots|battania_woodland_cloak|tall_helmet,glen_ranger_bow|default_arrows|battania_axe_1_t2,glen_ranger_bow|default_arrows,battania_axe_1_t2,OneHandedAxe,True,False,True,False,False,False,False,False,62.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_battania,Battanian Armed Trader,16.0,,,,battania,Ranged,1,glen_ranger_bow|range_arrows|battania_axe_1_t2|battania_civil_b|battania_leather_boots|scarf|battania_fur_helmet,glen_ranger_bow|range_arrows|battania_axe_1_t2,glen_ranger_bow|range_arrows,battania_axe_1_t2,OneHandedAxe,True,False,True,False,False,False,False,False,44.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_battania,Battanian Armed Trader,16.0,,,,battania,Ranged,2,glen_ranger_bow|range_arrows|battania_axe_1_t2|battania_woodland_outfit|highland_boots|battania_civil_cloak|tall_helmet,glen_ranger_bow|range_arrows|battania_axe_1_t2,glen_ranger_bow|range_arrows,battania_axe_1_t2,OneHandedAxe,True,False,True,False,False,False,False,False,71.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_battania,Battanian Armed Trader,16.0,,,,battania,Ranged,3,glen_ranger_bow|range_arrows|battania_axe_1_t2|battania_woodland_outfit|highland_boots|battania_civil_cloak|tall_helmet,glen_ranger_bow|range_arrows|battania_axe_1_t2,glen_ranger_bow|range_arrows,battania_axe_1_t2,OneHandedAxe,True,False,True,False,False,False,False,False,71.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_battania,Battanian Armed Trader,16.0,,,,battania,Ranged,4,glen_ranger_bow|range_arrows|battania_axe_1_t2|battania_civil_b|battania_leather_boots|scarf|battania_fur_helmet,glen_ranger_bow|range_arrows|battania_axe_1_t2,glen_ranger_bow|range_arrows,battania_axe_1_t2,OneHandedAxe,True,False,True,False,False,False,False,False,44.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_dale,Dale Armed Trader,16.0,,,,sturgia,Infantry,0,sturgia_axe_2_t2|padded_leather_overcoat|strapped_leather_boots,sturgia_axe_2_t2,,sturgia_axe_2_t2,OneHandedAxe,False,False,False,False,False,False,False,False,26.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_dolguldur,Dol Guldur Armed Trader,16.0,,,,dolguldur,Infantry,0,wm_dol_goldur_axe_a01|sk_dg_uruk_helmet_light_a|sk_dg_uruk_chest_light_b|sk_dg_uruk_boots_light_a,wm_dol_goldur_axe_a01,,wm_dol_goldur_axe_a01,TwoHandedAxe,False,False,False,False,False,False,False,False,80.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_dunland,Dunland Armed Trader,16.0,,,,empire,Infantry,0,sturgia_axe_2_t2|leather_scale_armor|battania_leather_boots,sturgia_axe_2_t2,,sturgia_axe_2_t2,OneHandedAxe,False,False,False,False,False,False,False,False,33.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_empire,Imperial Armed Trader,16.0,,,,empire,Ranged,0,glen_ranger_bow|default_arrows|vlandia_mace_1_t2|tunic_with_shoulder_pads|strapped_leather_boots|imperial_leather_coif,glen_ranger_bow|default_arrows|vlandia_mace_1_t2,glen_ranger_bow|default_arrows,vlandia_mace_1_t2,Mace,True,False,True,False,False,False,False,False,20.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_empire,Imperial Armed Trader,16.0,,,,empire,Ranged,1,glen_ranger_bow|range_arrows|battania_mace_1_t2|footmans_tunic|leather_shoes,glen_ranger_bow|range_arrows|battania_mace_1_t2,glen_ranger_bow|range_arrows,battania_mace_1_t2,Mace,True,False,True,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_empire,Imperial Armed Trader,16.0,,,,empire,Ranged,2,glen_ranger_bow|range_arrows|vlandia_mace_1_t2|footmans_tunic|leather_shoes,glen_ranger_bow|range_arrows|vlandia_mace_1_t2,glen_ranger_bow|range_arrows,vlandia_mace_1_t2,Mace,True,False,True,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_empire,Imperial Armed Trader,16.0,,,,empire,Ranged,3,glen_ranger_bow|range_arrows|vlandia_mace_1_t2|footmans_tunic|leather_shoes,glen_ranger_bow|range_arrows|vlandia_mace_1_t2,glen_ranger_bow|range_arrows,vlandia_mace_1_t2,Mace,True,False,True,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
armed_trader_empire,Imperial Armed Trader,16.0,,,,empire,Ranged,4,glen_ranger_bow|range_arrows|vlandia_mace_1_t2|footmans_tunic|leather_shoes,glen_ranger_bow|range_arrows|vlandia_mace_1_t2,glen_ranger_bow|range_arrows,vlandia_mace_1_t2,Mace,True,False,True,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
