file,sha256,size_bytes
analysis/ANALYSIS_REPORT.md,06b0c3e1d6571eed0a46598483420b3c8969383f471f201002ddca51833b2431,10736
analysis/COMPATIBILITY.md,14173dd6db4ccbc2524a55ef640e9d32d75af210338ff9d0cff275a6d56694d4,594
analysis/NEXT_TEST_RECOMMENDATION.md,7ecda1d75b9e988085d53bfb2552174f86662b36c3b52e57a3baac384412fc64,1928
analysis/README.md,3917e204da33fad4d1ce6070381e984b994d096428e6cd60b403a64fe0e94cea,3100
analysis/battle_observation_uncertainty.json,e6cb089767cc8d94c856c743b289d72fa5a7876df7a7038fbe4449322dd0f277,821
analysis/battle_provenance.csv,2dd4bd749473a6483ad4369edbe1051d1d0c8c37ac06b9deabb3cae373d9dec6,2587
analysis/canonical_identity_audit.csv,eead31e323b492e1f295535cd9ad41585157e9eeefa7dd5166ed2716f4267a42,13948
analysis/compatibility_decision.json,333fde3c88df592851b21627ad47bd1c4373f40ac22c8b01381dd6fb0901b37c,517
analysis/context_coverage.csv,75e379bf330ed2be70bec029b1650226143ba97c3d8305e18dc54f73905521c5,210
analysis/focus_battle_rates.csv,38c547fc0a9707628df80ac206a2d53fe4b6df56570b70a9094ef78fbf61a99d,1087
analysis/focus_troop_contexts.csv,f434794e15f01d20d54183bf451b48291fd3731424d1270e0469b5accf53785b,908
analysis/input_verification.json,86456eaf889df1124fd71cef8395288c618f7d5e9afe0c157b7c48a0903f8adc,9232
analysis/insufficient_evidence.csv,89dc7165b958f180651da0f8a9c9a2ec5f55d4d28a24709ada8aacc7228afa31,14733
analysis/ranking_complete.csv,427b9c87edab3141b95430f46f97b6361f4b1dbf626a29ac555a55da9271599b,14960
analysis/ranking_reliable.csv,2389acd797539cef623a10b9b72af15b8f0aa5cc5415ba5720448466c7e1a84d,653
analysis/validation_report.json,b3e2827a6b1799c6d1c4e8981eddbb32452b449a912e545a8874ebf4993c7a70,3063
review/README.md,b47ad0b2f830726017d5206b775cb5eae8ed5f86b9d548749d03b4581b231979,216
review/VISUAL_REVIEW.md,aee246004387c3a4e9e551ddf03c02f1e27456fb9c49e87f074667c6d4cd28fc,1339
review/review_decisions.csv,286982d1a4cf7289fbf369ef2b1ca262907a0340f8d4705736aa6097abf7f0cc,14416
