troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
aserai_vanguard_faris,Aserai Vanguard Faris,31.0,5.0,noble_line,aserai,Cavalry,False,False,False,True,True,True,,75.67432571310577,64.37117427059124,100.00000000000001,66.60499288379428,0.0,81.95652173913044,30.46153846153846,207.0,59.50000000000001,0.0,0.0,,aserai_lance_1_t5,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
hidden_hand_tier_2,Hidden Soldati,16.0,2.0,main_or_minor_line,empire,Infantry,False,False,False,False,False,True,,,7.508848041745942,95.42624941234219,12.879691246425866,0.0,75.72463768115942,100.0,67.33333333333333,19.133333333333336,0.0,45.0,,narrow_sword_t3,OneHandedSword,sling_braided,,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,26.0,,special_or_unlinked,battania,Cavalry,False,False,False,True,True,True,,61.38169761401518,35.60155321141769,94.37312700287866,49.016617301996384,0.0,75.72463768115942,30.46153846153846,156.0,43.15,0.0,0.0,,battania_axe_2_t4|battania_sword_4_t4,OneHandedAxe|OneHandedSword,,western_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
sturgian_horse_raider,Sturgian Horse Raider,26.0,5.0,main_or_minor_line,sturgia,Cavalry,False,False,False,True,True,True,,56.75229252668851,37.98373067357886,85.68846240518761,41.13942634406533,0.0,81.95652173913044,30.46153846153846,160.0,39.25,0.0,0.0,,northern_spear_4_t4|northern_spear_4_t5,TwoHandedPolearm,,northern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
jawwal_tier_3,Jawwal Bedouin,21.0,3.0,main_or_minor_line,aserai,Cavalry,False,False,False,True,True,True,,42.38002406419863,35.59831255455321,83.2323900877398,20.812914310625576,0.0,81.95652173913044,30.46153846153846,22.333333333333332,5.533333333333334,0.0,0.0,,eastern_spear_4_t4,TwoHandedPolearm,,eastern_javelin_1_t2,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_battania_troop,Wildling,10.0,,special_or_unlinked,battania,Infantry,False,False,False,True,False,True,,34.03804943168871,4.0169485802177,80.72152233499624,15.464925440114882,0.0,75.72463768115942,30.46153846153846,48.333333333333336,16.516666666666666,0.0,0.0,,mp_battania_short_sword,OneHandedSword,,mp_javelin_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_empire_troop,Recruit,10.0,,special_or_unlinked,empire,Infantry,False,False,False,True,False,True,,24.54523023393885,2.4413905551191295,75.94076762946214,6.874190611737251,0.0,75.72463768115942,30.46153846153846,9.0,3.983333333333334,0.0,0.0,,mp_empire_gladius,OneHandedSword,,mp_javelin_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_aserai_troop,Skirmisher,10.0,,special_or_unlinked,aserai,Infantry,False,False,False,True,False,True,,23.257630583719372,2.227682917824376,75.2923092570442,6.273159723557845,0.0,75.72463768115942,30.46153846153846,6.666666666666667,2.6333333333333333,0.0,0.0,,mp_aserai_sword,OneHandedSword,,mp_jereed_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
mp_skirmisher_sturgia_troop,Brigand,10.0,,special_or_unlinked,sturgia,Infantry,False,False,False,True,False,True,,22.53491829368791,1.6255452096733949,73.69624534362335,5.348373530279133,0.0,73.33333333333331,30.46153846153846,5.333333333333333,1.7166666666666668,0.0,0.0,,mp_sturgia_woodsplitter_axe,OneHandedAxe,,mp_javelin_captain,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
sturgian_hardened_brigand,Sturgian Hardened Brigand,21.0,4.0,main_or_minor_line,sturgia,Cavalry,False,False,False,True,True,True,,53.97875122855387,27.560445420035922,69.94547432080205,36.56056468054006,0.0,81.95652173913044,30.46153846153846,91.0,28.75,0.0,0.0,,northern_spear_3_t4|northern_spear_4_t4,TwoHandedPolearm,,northern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
