troop_id,troop_name,level,upgrade_depth,line_status,culture,default_group,has_bow,has_crossbow,has_ranged,has_shield,has_horse,has_throwing,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item,primary_category,score_status,evidence_basis,empirical
aserai_vanguard_faris,Aserai Vanguard Faris,31.0,5.0,noble_line,aserai,Cavalry,False,False,False,True,True,True,,90.95336845816198,78.14421147369485,100.0,85.09083686626873,0.0,81.95652173913044,24.444444444444443,,aserai_lance_1_t5,TwoHandedPolearm,,eastern_javelin_3_t4,Skirmishers,role_scores_v1_conservative_not_final,xml_structural,false
battanian_fian_champion,Battanian Fian Champion,31.0,5.0,noble_line,battania,Ranged,True,False,True,False,False,False,96.71472832878756,,92.67183734710137,,44.5395934839313,88.23338735818477,100.0,0.0,woodland_longbow,battania_2hsword_5_t4,TwoHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
druzhinnik_champion,Sturgian Druzhinnik Champion,31.0,5.0,noble_line,sturgia,Cavalry,False,False,False,True,True,False,,97.32738063697154,75.63425407752138,,94.03100897822587,0.0,81.95652173913044,0.0,,sturgia_lance_2_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
imperial_elite_cataphract,Imperial Elite Cataphract,31.0,5.0,noble_line,empire,Cavalry,False,False,False,True,True,False,,97.08224639024195,97.76737646955847,,91.7861888591255,0.0,81.95652173913044,0.0,,empire_lance_3_t5,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
imperial_legionary,Imperial Legionary,26.0,,special_or_unlinked,empire,Infantry,False,False,False,True,False,False,,61.968004809383885,43.46805187770745,,58.00165924926001,0.0,81.95652173913044,0.0,,imperial_throwing_spear_1_t4,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
khuzait_darkhan,Khuzait Darkhan,26.0,5.0,main_or_minor_line,khuzait,Infantry,False,False,False,True,False,False,,50.523209718678224,41.68539832416261,,51.87922282452032,0.0,81.95652173913044,0.0,,eastern_throwing_spear_2_t4,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
khuzait_khans_guard,Khuzait Khan's Guard,31.0,5.0,noble_line,khuzait,HorseArcher,True,False,True,False,True,False,100.0,57.28638843063321,82.8448065568907,,66.37014616861067,78.7034035656402,81.95652173913044,0.0,steppe_war_bow,khuzait_polearm_1_t4,TwoHandedPolearm,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
vlandian_banner_knight,Vlandian Banner Knight,31.0,5.0,noble_line,vlandia,Cavalry,False,False,False,True,True,False,,100.0,92.36879309241334,,99.12335744869334,0.0,75.72463768115942,0.0,,sturgia_axe_5_t5|vlandia_mace_2_t4|vlandia_sword_3_t4,Mace|OneHandedAxe|OneHandedSword,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
vlandian_sergeant,Vlandian Sergeant,26.0,5.0,main_or_minor_line,vlandia,Infantry,False,False,False,True,False,False,,54.55521234834945,42.3134273765589,,51.75882179241105,0.0,81.95652173913044,0.0,,western_spear_4_t4,TwoHandedPolearm,,,Defensive Troops,role_scores_v1_conservative_not_final,xml_structural,false
vlandian_sharpshooter,Vlandian Sharpshooter,26.0,,special_or_unlinked,vlandia,Ranged,False,True,True,True,False,False,66.88791001529525,52.33665993123184,38.46229972553488,,49.08231563701813,100.0,75.72463768115942,0.0,crossbow_f,vlandia_sword_4_t4,OneHandedSword,,,Ranged Troops,role_scores_v1_conservative_not_final,xml_structural,false
