track,game_version,cohort,context,participant_scope,parent_group,efficiency_rank,impact_rank,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,reliable_role_population,role_adjusted_rank_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,victory_battles,defeat_battles,retreated_to_keep_battles,active_battles,reliability_status,more_battles_needed,more_deployed_needed
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,1,10,Westerlands Skirmisher,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,8,0,0,0,8.000000,,,905,1,True,0.008840,0.070718,280,1,True,0.003571,2.475138,0.005268,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,2,6,Northern Mounted Warlord,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,2,15,0,0,0,7.500000,,,905,1,True,0.016575,0.124309,280,1,True,0.007143,2.320442,0.009432,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,3,1,Ravens' Teeth,ravens_teeth,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,108,20,534,19,69,0,4.944444,,,2682,4,True,0.199105,0.984464,1311,4,True,0.082380,2.416915,0.116725,0.185185,0.175926,0.814815,1,3,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,4,8,Frey Assassin,frey_assassin,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,24,5,68,2,17,0,2.833333,,,2682,4,True,0.025354,0.071837,1311,4,True,0.018307,1.384974,0.007048,0.208333,0.083333,0.791667,1,3,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,5,14,Mallister Footman,mallister_footman,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,0,5,0,2,0,2.500000,,,464,1,True,0.010776,0.026940,342,1,True,0.005848,1.842672,0.004928,0.000000,0.000000,1.000000,0,1,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,6,3,Westerling Hedgeknight,westerling_hedgeknight,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,98,7,232,10,81,0,2.367347,,,2682,4,True,0.086503,0.204782,1311,4,True,0.074752,1.157193,0.011751,0.071429,0.102041,0.928571,1,3,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,7,15,Riverlands Admiral,river_admiral,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,0,7,0,3,0,2.333333,,,738,1,True,0.009485,0.022132,347,1,True,0.008646,1.097109,0.000840,0.000000,0.000000,1.000000,0,1,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,8,2,Captain of the Kingsguard,mounted_kingsguard,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,208,43,479,24,141,0,2.302885,,,2682,4,True,0.178598,0.411291,1311,4,True,0.158658,1.125683,0.019941,0.206731,0.115385,0.793269,1,3,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,9,4,Realm Paladin,realm_paladin,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,70,13,159,9,48,0,2.271429,,,2682,4,True,0.059284,0.134660,1311,4,True,0.053394,1.110307,0.005890,0.185714,0.128571,0.814286,1,3,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,10,13,Stark Sworn Sword,stark_swornsword,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,22,2,44,2,18,0,2.000000,,,2682,4,True,0.016406,0.032811,1311,4,True,0.016781,0.977629,-0.000375,0.090909,0.090909,0.909091,1,3,0,0,insufficient_evidence,1,0
