file,sha256,size_bytes
README.md,7ce5b9a9b344676093643c56ec38738b7f40aea667bdfe150461b814453c4723,1141
battles.jsonl,765aea8197de574f406b0aeb446b3ae4e403cbdd5c1a4b3df3b5e84d71aeba4f,8316
extraction/extraction_provenance.json,3d7337a3eed300b783fbe25058286a91835d0c59e2437344384c762acc68208b,342
extraction/host_vision_extraction_queue.jsonl,33c91732dbdeb2e700799f6fa509440a0e2511ed0975a9016151b8457a6521be,5004
normalization_summary.json,e8007a33e8fa7c3c850db05a52dfb966990eef3866c3ba24e3574a97e84c716d,1369
primary_troop_occurrences.jsonl,fb2aa668662aa99b002d50e5f2c7245863dbd7d20a56ba050b113e6d0ea0e9e7,153905
reports/aggregation_validation.csv,90985ca7327a1a4b97885c08d3254ebacf8ebbc4b206a269d8175be79bc820a1,804
reports/grouping_validation.csv,e06bb4a6e1e939e975bbfa13aad7cc3b677a2115db233ae0ee396ef14c91f398,1396
reports/screenshot_deduplication_audit.csv,d406864d4a2e9f766ed4bed336401c177590070ab840365444ba2e0c147bf484,5767
review_queue.csv,b855d4e70ad941b5ba5340d44a5a83d5a082164535f3efb3072387382674ed48,2077
screenshots_manifest.csv,21e28ed8a88f5ee375cd7c2716697449762f3b19acc344038cda24bd0fb28ed5,3833
source_inventory.csv,8d9483432fe9989e4f3d1277b79525565a0cb5ad19afc4199f392eb1f17123bf,4900
source_provenance.json,8a381523f7cfb8340633871582071af8ef09e1527fb7067d4ab31f52df260510,4582
troop_battle_consolidated.jsonl,caabba5c03befd4ab0df4ca228f9d9f0a2688d98c9dd7d4e6ee94424d2146470,49878
troop_occurrences.jsonl,981e703d97aba742dc6dd225ae64c82acabecbf8af6acdb7381980428d9de72d,216639
validation_report.json,9f00925622178777800fde617718d72ecb3775f6ff3a50c98b4cc913d0558325,2314
