troop_id,troop_name,roster_index,armor_total,survivability_armor_v71,shield_hp,shield_armor,has_shield,has_horse,harness_armor,horse_extra_health,horse_speed,horse_maneuver,horse_charge_damage_audit_only,horse_charge_damage_max_audit_only,horse_item_ids_audit_only,shield_probability,horse_probability,mount_evidence_status,unresolved_mount_evidence,unresolved_item_evidence
aux_basic,[Umbar] Auxiliary Recruit,0,83.000000,29.150000,240.000000,7.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
aux_basic,[Umbar] Auxiliary Recruit,1,83.000000,29.150000,240.000000,7.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
aux_basic,[Umbar] Auxiliary Recruit,2,83.000000,29.150000,240.000000,7.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
aux_basic,[Umbar] Auxiliary Recruit,3,82.000000,24.600000,240.000000,7.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
aux_basic,[Umbar] Auxiliary Recruit,4,12.000000,2.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
balcoth_archer,[Rhûn] Balcoth Archer,0,131.000000,31.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
balcoth_archer,[Rhûn] Balcoth Archer,1,140.000000,33.800000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
balcoth_axeman,[Rhûn] Balcoth Axeman,0,131.000000,31.250000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
balcoth_farshot_horse_archer,[Rhûn] Balcoth Farshot Horse Archer,0,176.000000,41.800000,0.000000,0.000000,false,true,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,0.000000,1.000000,resolved,,
balcoth_footman,[Rhûn] Balcoth Footman,0,95.000000,22.250000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
balcoth_horse_archer,[Rhûn] Balcoth Horse Archer,0,140.000000,33.800000,0.000000,0.000000,false,true,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,0.000000,1.000000,resolved,,
balcoth_veteran_axeman,[Rhûn] Balcoth Veteran Axeman,0,146.000000,34.100000,380.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
balcoth_volunteer,[Rhûn] Balcoth Volunteer,0,90.000000,22.400000,360.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,0,347.000000,76.350000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,1,347.000000,76.350000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,2,339.000000,75.950000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,3,347.000000,76.350000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,4,339.000000,75.950000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,5,339.000000,75.950000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,6,357.000000,76.850000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,7,357.000000,76.850000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,8,367.000000,77.350000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
battlemaster_of_the_first_age,[Rivendell] Battlemaster of the First Age,9,367.000000,77.350000,600.000000,9.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000,resolved,,
black_sun_archer,[Rhûn] Black Sun Archer,0,109.000000,23.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
black_sun_chosen_marksman,[Rhûn] Black Sun Chosen Marksman,0,176.000000,41.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
black_sun_executioner,[Rhûn] Black Sun Executioner,0,187.000000,43.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
black_sun_footman,[Rhûn] Black Sun Footman,0,110.000000,24.900000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
black_sun_longbowman,[Rhûn] Black Sun Longbowman,0,145.000000,31.650000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,resolved,,
