file,sha256,size_bytes
analysis/ANALYSIS_REPORT.md,cac334688aaf58b703d9a1e860e95b615445e5f6dda514f3cdd8d5f0300c7dbb,10822
analysis/COMPARISON_BLOCKED.md,f005ec1c4f2531808992d0c2e6f87c769d19c2106d2bff3f11a2669282d796bc,420
analysis/COMPATIBILITY.md,f780525096411d4bc310fa83ea91d6aaa18131b8ff1d529bf93e9d2fdccbdbe6,462
analysis/NEXT_TEST_RECOMMENDATION.md,f47f3efb135dcc9e517f14e03fdaa67c61e06ba8304418b0c0f61e8e052bed74,1792
analysis/README.md,6c2dc56b3d032619ab5266a49d1eedfd9e7c5046c7cba11ae5c6cda3c7f3f76d,2763
analysis/TESTS.md,387a35e4a22de7fc131d84c2633d35b8d088c89e13ff78ff6d81b2dee40e102e,1178
analysis/battle_observation_uncertainty.json,559679bc010b4f8f428cca8ce719a997305b67d0ffaad6c76fc6c61abf169038,380
analysis/battle_provenance.csv,8a66a1ca2de0d82d7e12eb9a08f3645aec3821b67a6154963cac6d44910d0284,2501
analysis/candidate_evidence_comparison.csv,3916bea4708e5762486574034c0822f5240510b400065dc0f67164d75f74f55e,677
analysis/canonical_identity_audit.csv,78db551c0a3364e5daeac54e78b672eda5950b94ac20d7190349adbd5dd9eeec,11879
analysis/compatibility_decision.json,b29416e0cea554d6df3d83914fa773892fc6a240a01d8dbe1588f8551eeee28f,1382
analysis/context_coverage.csv,dd5ccf1e73ef4b74631e3ac8d7e87fa2943f2c9b7d2b5ea6e0f6b26eb237609e,209
analysis/focus_battle_rates.csv,21c54f6cb1a4a4256955e5891ac65dbdb30274f584f484d74ee7e08f00ace73c,1165
analysis/focus_troop_contexts.csv,82a12d9d8c4c294e9e8a8a604cc20a02ec3c5f942dc5db2b36de5d1b599fb5eb,906
analysis/input_verification.json,a2b041b0309f804d92bf3f8375be649e99078617cfdaaa49ff0259e56aec79a0,9346
analysis/insufficient_evidence.csv,61b659f8f25c0822bf6219b72920ac7c509f290a769e09d14185a8e3406d938c,9899
analysis/normalized_schema_adapter.json,6aa527c7ae89fb00a830b2e82cdb08eff0f7d6437ebd2824c840da5247f34587,1114
analysis/ranking_complete.csv,5859207f1536dc493aa172e198394db5f399742ccc0a69a323e7c6b7e5e84142,11494
analysis/ranking_reliable.csv,8967be108ffd0698ee1122087ca56ec0ad04d995f8e7f4e1737acd50755ec59c,2015
analysis/validation_report.json,fb67df2bb5a90c86ce50483de87504e9c7666afdf4b7d5877d212741d1a359fa,3155
review/README.md,92a08c88382ca2727d5ac03995232f72e4c02b1edc5535ad3c8d49bd2ace8deb,329
review/VISUAL_REVIEW.md,dbb0d71adb176e353ae13c45c1b439b09a5fdfc7907f960eda0e74c34c2bfaeb,692
review/review_decisions.csv,34d9641430e505a3c9698ef0f71ed7fb6db40038c11a32da6179b0f6033106b5,4602
