troop_id,roster_index,slot,item_id,equipment_source
mp_character,0,Body,mp_layered_leather_tunic,roster
mp_character,0,Leg,mp_leather_cavalier_boots,roster
mp_character,0,Cape,mp_scarf,roster
dummy_no_armor,0,Body,mp_dummy_armor_min,roster
dummy_light_armor,0,Body,mp_dummy_armor_lower_average,roster
dummy_medium_armor,0,Body,mp_dummy_armor_higher_average,roster
dummy_heavy_armor,0,Body,mp_dummy_armor_max,roster
mp_light_infantry_vlandia_hero,0,Item0,mp_vlandian_sickle,roster
mp_light_infantry_vlandia_hero,0,Body,mp_bandit_leather_water_flask,roster
mp_light_infantry_vlandia_hero,0,Head,mp_leather_cap,roster
mp_light_infantry_vlandia_hero,0,Leg,mp_empire_horseman_boots,roster
mp_shock_infantry_vlandia_hero,0,Item0,mp_vlandian_polearm,roster
mp_shock_infantry_vlandia_hero,0,Head,mp_segmented_skullcap_over_laced_coif,roster
mp_shock_infantry_vlandia_hero,0,Body,mp_sleeveless_padded_short_coat,roster
mp_shock_infantry_vlandia_hero,0,Leg,mp_leather_cavalier_boots,roster
mp_shock_infantry_vlandia_hero,0,Gloves,mp_padded_mitten,roster
mp_heavy_infantry_vlandia_hero,0,Item1,mp_vlandian_long_sword,roster
mp_heavy_infantry_vlandia_hero,0,Item2,mp_tall_heater_shield,roster
mp_heavy_infantry_vlandia_hero,0,Head,mp_full_helm_over_padded_cap,roster
mp_heavy_infantry_vlandia_hero,0,Body,mp_vlandia_chainmail,roster
mp_heavy_infantry_vlandia_hero,0,Leg,mp_leather_cavalier_boots,roster
mp_heavy_infantry_vlandia_hero,0,Gloves,mp_mail_mitten,roster
mp_light_ranged_vlandia_hero,0,Item0,mp_light_crossbow,roster
mp_light_ranged_vlandia_hero,0,Item1,mp_bolts_western,roster
mp_light_ranged_vlandia_hero,0,Item2,mp_vlandian_short_sword,roster
mp_light_ranged_vlandia_hero,0,Head,mp_kettle_helmet_over_padded_cloth,roster
mp_light_ranged_vlandia_hero,0,Body,mp_vlandia_bandit_a,roster
mp_light_ranged_vlandia_hero,0,Leg,mp_empire_horseman_boots,roster
mp_heavy_ranged_vlandia_hero,0,Item0,mp_crossbow,roster
mp_heavy_ranged_vlandia_hero,0,Item1,mp_bolts_western,roster
mp_heavy_ranged_vlandia_hero,0,Item2,mp_vlandian_long_sword,roster
mp_heavy_ranged_vlandia_hero,0,Head,mp_kettle_helmet_over_mail,roster
mp_heavy_ranged_vlandia_hero,0,Body,mp_mail_shirt,roster
mp_heavy_ranged_vlandia_hero,0,Gloves,mp_leather_gloves,roster
mp_heavy_ranged_vlandia_hero,0,Leg,mp_leather_cavalier_boots,roster
mp_light_cavalry_vlandia_hero,0,Item0,mp_western_long_spear,roster
mp_light_cavalry_vlandia_hero,0,Item1,mp_vlandian_cavalry_mace,roster
mp_light_cavalry_vlandia_hero,0,Item2,mp_western_riders_kite_shield,roster
mp_light_cavalry_vlandia_hero,0,Head,mp_nasal_helmet_over_laced_coif,roster
mp_light_cavalry_vlandia_hero,0,Body,mp_layered_leather_tunic,roster
mp_light_cavalry_vlandia_hero,0,Leg,mp_leather_cavalier_boots,roster
mp_light_cavalry_vlandia_hero,0,Horse,mp_vlandia_horse,roster
mp_light_cavalry_vlandia_hero,0,HorseHarness,mp_light_harness,roster
mp_heavy_cavalry_vlandia_hero,0,Item0,mp_western_long_lance,roster
mp_heavy_cavalry_vlandia_hero,0,Item1,mp_western_riders_kite_shield,roster
mp_heavy_cavalry_vlandia_hero,0,Item2,mp_vlandia_cavalry_sword,roster
mp_heavy_cavalry_vlandia_hero,0,Head,mp_pointed_skullcap_over_mail,roster
mp_heavy_cavalry_vlandia_hero,0,Body,mp_white_coat_over_mail,roster
mp_heavy_cavalry_vlandia_hero,0,Gloves,mp_mail_mitten,roster
mp_heavy_cavalry_vlandia_hero,0,Leg,mp_mail_cavalier_boots,roster
mp_heavy_cavalry_vlandia_hero,0,Horse,mp_vlandia_horse_war,roster
mp_heavy_cavalry_vlandia_hero,0,HorseHarness,mp_chain_barding,roster
mp_skirmisher_empire_hero,0,Item0,mp_javelin,roster
mp_skirmisher_empire_hero,0,Item1,mp_leather_bound_kite_shield,roster
mp_skirmisher_empire_hero,0,Item2,mp_empire_gladius,roster
mp_skirmisher_empire_hero,0,Body,mp_tunic_with_shoulder_pads,roster
mp_skirmisher_empire_hero,0,Leg,mp_empire_horseman_boots,roster
mp_skirmisher_empire_hero,0,Head,mp_laced_coif,roster
mp_shock_infantry_empire_hero,0,Item0,mp_empire_menavlion,roster
mp_shock_infantry_empire_hero,0,Body,mp_empire_warrior_padded_armor_g,roster
mp_shock_infantry_empire_hero,0,Leg,mp_leather_boots,roster
mp_heavy_infantry_empire_hero,0,Item0,mp_empire_spatha,roster
mp_heavy_infantry_empire_hero,0,Item1,mp_reinforced_flat_kite_shield,roster
mp_heavy_infantry_empire_hero,0,Head,mp_ironlame_nasalhelm_over_imperial_mail,roster
mp_heavy_infantry_empire_hero,0,Body,mp_legionary_mail,roster
mp_heavy_infantry_empire_hero,0,Leg,mp_mail_chausses,roster
mp_heavy_infantry_empire_hero,0,Gloves,mp_reinforced_leather_vambraces,roster
mp_light_ranged_empire_hero,0,Item0,mp_hunting_bow,roster
mp_light_ranged_empire_hero,0,Item1,mp_empire_gladius,roster
mp_light_ranged_empire_hero,0,Item2,mp_arrows_barbed,roster
mp_light_ranged_empire_hero,0,Body,mp_footmans_tunic,roster
mp_light_ranged_empire_hero,0,Leg,mp_empire_horseman_boots,roster
mp_light_ranged_empire_hero,0,Head,mp_imperial_leather_coif,roster
mp_heavy_ranged_empire_hero,0,Item0,mp_imperial_recurve_bow,roster
mp_heavy_ranged_empire_hero,0,Item1,mp_arrows_barbed,roster
mp_heavy_ranged_empire_hero,0,Item2,mp_empire_spatha,roster
mp_heavy_ranged_empire_hero,0,Head,mp_open_mail_coif,roster
mp_heavy_ranged_empire_hero,0,Body,mp_imperial_mail_vest,roster
mp_heavy_ranged_empire_hero,0,Gloves,mp_reinforced_leather_vambraces,roster
mp_heavy_ranged_empire_hero,0,Leg,mp_fine_town_boots,roster
mp_light_cavalry_empire_hero,0,Item0,mp_western_long_spear,roster
mp_light_cavalry_empire_hero,0,Item1,mp_empire_long_spatha,roster
mp_light_cavalry_empire_hero,0,Item2,mp_studded_round_shield,roster
mp_light_cavalry_empire_hero,0,Head,mp_segmented_cervelliere_over_padded_cloth,roster
mp_light_cavalry_empire_hero,0,Body,mp_basic_imperial_leather_armor,roster
mp_light_cavalry_empire_hero,0,Gloves,mp_leather_gloves,roster
