item_id,name,item_kind,type,subtype,culture,weight,value,source_xml,weapon_class,stack_amount,speed_rating,missile_speed,accuracy,weapon_length,swing_damage,swing_damage_type,thrust_damage,thrust_damage_type,hit_points,shield_armor,head_armor,body_armor,arm_armor,leg_armor,horse_speed,horse_maneuver,horse_charge_damage,horse_extra_health
mp_pointed_skullcap_over_cloth_headwrap,Pointed Skullcap over Cloth Headwrap,Item,HeadArmor,head_armor,aserai,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_aserai_civil_c_head,Keffiyeh with Silken Band,Item,HeadArmor,,aserai,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_aserai_civil_d_hscarf,Colored Turban,Item,HeadArmor,,aserai,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,4.0,,,,,,,
mp_aserai_civil_hscarf_b,Roughspun Keffiyeh,Item,HeadArmor,,aserai,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_aserai_civil_hscarf_a,Keffiyeh with Cloth Band,Item,HeadArmor,,aserai,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_aserai_civil_e_hscarf,Wrapped Keffiyeh,Item,HeadArmor,,aserai,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_wrapped_desert_cap,Wrapped Leather Cap,Item,HeadArmor,,aserai,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,6.0,,,,,,,
mp_desert_helmet,Steel Cap,Item,HeadArmor,,aserai,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,17.0,,,,,,,
mp_aserai_lord_helmet_a,Aserai Lord Helmet,Item,HeadArmor,,aserai,3.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,43.0,,,,,,,
mp_southern_noble_helmet,Aserai Noble Helmet,Item,HeadArmor,,aserai,3.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,43.0,,,,,,,
mp_southern_lord_helmet,Aserai Lord Helmet,Item,HeadArmor,,aserai,3.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,43.0,,,,,,,
mp_brass_scale_shoulders,Bronze Scale Shoulders,Item,Cape,,sturgia,2.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,12.0,,,,,,
mp_desert_fabric_shoulderpad,Desert Fabric Shoulderpad,Item,Cape,,aserai,1.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,8.0,,,,,,
mp_southern_lamellar_armor,Bronze Lamellar Vest over Gambeson,Item,BodyArmor,body_armor,aserai,8.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,25.0,1.0,4.0,,,,
mp_tassled_southern_robes,Tassled Robes,Item,BodyArmor,,aserai,0.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,3.0,2.0,2.0,,,,
mp_rough_bearskin,Rough Bearskin,Item,Cape,,battania,2.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,7.0,,,,,,
mp_kilt_over_plated_leather,Kilt over Plated Leather,Item,BodyArmor,body_armor,battania,7.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,30.0,2.0,16.0,,,,
mp_strapped_leather_bracers,Strapped Leather Bracers,Item,HandArmor,,battania,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,,3.0,,,,,
mp_ragged_boots,Ragged Boots,Item,LegArmor,,battania,0.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,,,8.0,,,,
mp_nomad_padded_hood,Nomad Padded Hood,Item,HeadArmor,head_armor,khuzait,0.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,4.0,,,,,,,
mp_nordic_fur_cap,Fur Rimmed Cap,Item,HeadArmor,,sturgia,0.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,10.0,,,,,,,
mp_northern_lamellar_armor,Cured Leather Lamellar Shirt ,Item,BodyArmor,body_armor,sturgia,1.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,25.0,1.0,3.0,,,,
mp_khuzait_civil_coat_b,Luxury Thick Coat,Item,BodyArmor,,khuzait,2.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,6.0,0.0,1.0,,,,
mp_pointed_skullcap_over_mail,Pointed Skullcap over Mail,Item,HeadArmor,,aserai,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,19.0,,,,,,,
mp_nasal_cervelliere_over_padded_cap,Nasal Cervelliere over Padded Cap,Item,HeadArmor,head_armor,vlandia,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,20.0,,,,,,,
mp_nasal_cervelliere_over_mail_coif,Nasal Cervelliere over Mail Coif,Item,HeadArmor,,vlandia,2.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,21.0,,,,,,,
mp_padded_leather_cape,Padded Leather Cap,Item,HeadArmor,head_armor,vlandia,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_nasal_cervelliere_over_padded_coif,Nasal Cervelliere over Padded Coif,Item,HeadArmor,,vlandia,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,22.0,,,,,,,
mp_red_coat_over_mail,Red Coat over Mail,Item,BodyArmor,body_armor,vlandia,8.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,24.0,11.0,13.0,,,,
mp_mail_shoulders,Mail Shoulders,Item,Cape,body_armor,sturgia,2.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,11.0,,,,,,
mp_northern_brass_lamellar_over_mail,Heavy Bronze Lamellar over Mail,Item,BodyArmor,,sturgia,11.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,38.0,13.0,13.0,,,,
mp_merchants_hat,Merchant Hat,Item,HeadArmor,,neutral_culture,0.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_segmented_cervelliere_over_padded_cloth,Segmented Cervelliere over Padded Cloth,Item,HeadArmor,head_armor,vlandia,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,20.0,,,,,,,
mp_woven_leather_shoulders,Woven Leather Shoulders,Item,Cape,,empire,1.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,6.0,,,,,,
mp_imperial_mail_vest,Infantryman Mail Vest,Item,BodyArmor,body_armor,empire,7.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,23.0,1.0,1.0,,,,
