observation_id,battle_id,source_image_file,source_image_sha256,field,original_value,reviewed_value,decision_status,reason,reviewer,evidence_reference
obs_6a638129cfab96cc141b,battle_wh06,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_13_17.png,f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5,survivors,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills only retained in unresolved review queue.,distinct Phase 2 analysis agent,normalized occurrence obs_6a638129cfab96cc141b; review_queue.csv; source SHA-256 f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5
obs_6a638129cfab96cc141b,battle_wh06,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_13_17.png,f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5,upgrade_ready,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills only retained in unresolved review queue.,distinct Phase 2 analysis agent,normalized occurrence obs_6a638129cfab96cc141b; review_queue.csv; source SHA-256 f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5
obs_6a638129cfab96cc141b,battle_wh06,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_13_17.png,f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5,deaths,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills only retained in unresolved review queue.,distinct Phase 2 analysis agent,normalized occurrence obs_6a638129cfab96cc141b; review_queue.csv; source SHA-256 f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5
obs_6a638129cfab96cc141b,battle_wh06,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_13_17.png,f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5,wounded,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills only retained in unresolved review queue.,distinct Phase 2 analysis agent,normalized occurrence obs_6a638129cfab96cc141b; review_queue.csv; source SHA-256 f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5
obs_6a638129cfab96cc141b,battle_wh06,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_13_17.png,f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5,routed,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills only retained in unresolved review queue.,distinct Phase 2 analysis agent,normalized occurrence obs_6a638129cfab96cc141b; review_queue.csv; source SHA-256 f3485a47dd5b222bd615f06c93318f9527d3172d63c3adddd587a12cfa989ab5
obs_ba338e53ebf0ec752b80,battle_wh08,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_26_08.png,59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7,survivors,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills and wounded legible.,distinct Phase 2 analysis agent,normalized occurrence obs_ba338e53ebf0ec752b80; review_queue.csv; source SHA-256 59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7
obs_ba338e53ebf0ec752b80,battle_wh08,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_26_08.png,59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7,upgrade_ready,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills and wounded legible.,distinct Phase 2 analysis agent,normalized occurrence obs_ba338e53ebf0ec752b80; review_queue.csv; source SHA-256 59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7
obs_ba338e53ebf0ec752b80,battle_wh08,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_26_08.png,59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7,deaths,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills and wounded legible.,distinct Phase 2 analysis agent,normalized occurrence obs_ba338e53ebf0ec752b80; review_queue.csv; source SHA-256 59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7
obs_ba338e53ebf0ec752b80,battle_wh08,Mount and Blade II Bannerlord - Singleplayer PID_ 12664 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 30_08_2026 02_26_08.png,59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7,routed,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row clipped; kills and wounded legible.,distinct Phase 2 analysis agent,normalized occurrence obs_ba338e53ebf0ec752b80; review_queue.csv; source SHA-256 59eda95eb25e13a466ddfb149f9a9405ae2341ae878110c28a01957e145defd7
obs_b1e7c8f86e2afe259bda,battle_j08,Mount and Blade II Bannerlord - Singleplayer PID_ 15012 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 04_09_2026 22_52_17.png,84acf08acbea43f40c0e707947c339235436a6af78274a310d0d6ac2b4004119,tier,,,unresolved_no_raw_image_review,Raw source ZIP unavailable to this Phase 2 run; no value inferred. Queue note: Bottom row partly obscured; retained only as unresolved visible identity.,distinct Phase 2 analysis agent,normalized occurrence obs_b1e7c8f86e2afe259bda; review_queue.csv; source SHA-256 84acf08acbea43f40c0e707947c339235436a6af78274a310d0d6ac2b4004119
